IdCompra,Fecha,Fecha_Año,Fecha_Mes,Fecha_Periodo,IdProveedor,IdProducto,Precio,Cantidad,MinPrecio,MaxPrecio,MinCantidad,MaxCantidad,Calidad_Precio,Calidad_Cantidad,Compra
2435,2016-05-27,2016,5,201605,10,42916,877.57,14,768.28875,1120.57125,0.001,15.625,Sin errores,Sin errores,12285.980000000001
2436,2016-05-27,2016,5,201605,9,42919,454.53,14,351.3975,539.5725,0.001,17.0,Sin errores,Sin errores,6363.42
2437,2016-05-27,2016,5,201605,11,42920,573.13,11,435.7749999999999,663.2650000000001,0.001,17.5,Sin errores,Sin errores,6304.43
2438,2016-05-27,2016,5,201605,5,42924,467.03,1,352.04625,550.95375,0.001,14.25,Sin errores,Sin errores,467.03
2439,2016-05-27,2016,5,201605,2,42934,1371.98,21,903.6087500000002,1564.4412499999999,0.001,21.625,Sin errores,Sin errores,28811.58
2440,2016-05-27,2016,5,201605,5,42937,1907.96,3,1251.5150000000003,2143.865,0.125,15.875,Sin errores,Sin errores,5723.88
2441,2016-05-27,2016,5,201605,8,42938,2120.81,9,1543.8624999999997,2297.2375,0.001,18.0,Sin errores,Sin errores,19087.29
2442,2016-05-27,2016,5,201605,5,42940,1672.08,10,1228.29,1765.83,0.001,20.0,Sin errores,Sin errores,16720.8
2443,2016-05-27,2016,5,201605,12,42941,2071.44,13,1723.2099999999996,2432.77,0.001,16.0,Sin errores,Sin errores,26928.72
2444,2016-05-27,2016,5,201605,10,42942,1913.29,1,1646.94,2201.52,0.001,15.0,Sin errores,Sin errores,1913.29
2445,2016-05-27,2016,5,201605,12,42945,2101.19,1,1628.1725,2698.4975000000004,0.001,16.5,Sin errores,Sin errores,2101.19
2446,2016-05-27,2016,5,201605,8,42946,1682.54,4,1254.7575000000002,1836.5924999999997,0.001,17.25,Sin errores,Sin errores,6730.16
2447,2016-05-27,2016,5,201605,3,42947,1992.19,27,1632.6287499999999,2554.5512500000004,0.001,19.5,Sin errores,Outlier,53789.130000000005
2448,2016-05-27,2016,5,201605,6,42954,1745.63,5,1350.9425,2140.3775,0.001,15.625,Sin errores,Sin errores,8728.150000000001
2449,2016-05-27,2016,5,201605,5,42958,2983.4,17,2024.5400000000006,3243.5599999999995,0.001,21.0,Sin errores,Sin errores,50717.8
2450,2016-05-27,2016,5,201605,10,42959,3195.59,10,2525.2925000000005,3439.857499999999,0.5,15.5,Sin errores,Sin errores,31955.9
2451,2016-05-27,2016,5,201605,2,42960,3008.27,12,2338.1125,3624.5874999999996,0.001,17.125,Sin errores,Sin errores,36099.24
2452,2016-05-27,2016,5,201605,9,42962,1583.39,1,1308.9537500000001,1860.13625,0.001,19.0,Sin errores,Sin errores,1583.39
2453,2016-05-27,2016,5,201605,14,42965,1446.26,7,1252.1412499999997,1958.5587500000001,0.001,20.5,Sin errores,Sin errores,10123.82
2454,2016-05-27,2016,5,201605,12,42966,2207.83,2,1935.195,2938.005,0.001,18.5,Sin errores,Sin errores,4415.66
2455,2016-05-27,2016,5,201605,8,42967,2024.57,3,1730.6912499999994,2964.6887500000007,0.001,16.875,Sin errores,Sin errores,6073.71
2456,2016-05-27,2016,5,201605,3,42969,2597.52,8,1972.4550000000004,3283.6649999999995,0.001,17.5,Sin errores,Sin errores,20780.16
2457,2016-05-27,2016,5,201605,6,42970,2053.85,9,1645.1274999999994,2450.4925000000003,0.001,16.625,Sin errores,Sin errores,18484.649999999998
2458,2016-05-27,2016,5,201605,13,43029,746.69,26,652.2812499999998,917.3387500000001,0.001,29.5,Sin errores,Sin errores,19413.940000000002
2459,2016-05-27,2016,5,201605,5,43036,538.7,4,424.4225,622.2275000000001,0.001,16.5,Sin errores,Sin errores,2154.8
2460,2016-05-27,2016,5,201605,6,43037,791.65,2,653.03875,959.7512499999999,0.001,20.5,Sin errores,Sin errores,1583.3
2461,2016-05-27,2016,5,201605,10,43038,873.71,10,644.2200000000001,982.68,0.001,19.25,Sin errores,Sin errores,8737.1
2462,2016-05-27,2016,5,201605,4,43040,53099.0,3,364.42999999999995,682.37,0.001,17.5,Outlier,Sin errores,159297.0
2463,2016-05-27,2016,5,201605,2,43042,707.95,27,640.8612499999998,930.9087500000002,0.001,17.875,Sin errores,Outlier,19114.65
2464,2016-05-27,2016,5,201605,7,43043,908.08,5,607.375,954.565,0.001,24.375,Sin errores,Sin errores,4540.400000000001
2465,2016-05-27,2016,5,201605,4,42819,541.34,5,437.86250000000007,769.1374999999999,0.001,20.25,Sin errores,Sin errores,2706.7000000000003
2466,2016-05-27,2016,5,201605,5,42820,507.57,4,364.115,550.895,0.001,15.25,Sin errores,Sin errores,2030.28
2467,2016-05-27,2016,5,201605,3,42823,561.55,3,506.2787500000002,702.2612499999998,0.001,17.5,Sin errores,Sin errores,1684.6499999999999
2468,2016-05-27,2016,5,201605,12,42824,395.6,4,292.46500000000003,497.18499999999995,0.001,22.0,Sin errores,Sin errores,1582.4
2469,2016-05-27,2016,5,201605,11,42825,419.71,6,313.335,445.6050000000001,0.5,12.5,Sin errores,Sin errores,2518.2599999999998
2470,2016-05-27,2016,5,201605,13,42828,654.69,5,557.0362500000001,710.0137500000001,0.001,16.0,Sin errores,Sin errores,3273.4500000000003
2471,2016-05-27,2016,5,201605,14,42830,364.37,22,261.04,415.59999999999997,0.001,21.0,Sin errores,Outlier,8016.14
2472,2016-05-27,2016,5,201605,10,42848,985.64,13,877.5099999999999,1292.17,0.001,20.0,Sin errores,Sin errores,12813.32
2473,2016-05-27,2016,5,201605,13,42849,969.44,9,817.5525000000002,1299.9074999999998,0.001,16.5,Sin errores,Sin errores,8724.960000000001
2474,2016-05-27,2016,5,201605,8,42810,945.17,6,728.5024999999998,1086.1775,0.001,17.625,Sin errores,Sin errores,5671.0199999999995
2475,2016-05-27,2016,5,201605,11,42811,1967.92,6,1528.6837499999997,2016.4762500000002,0.001,14.25,Sin errores,Sin errores,11807.52
2476,2016-05-27,2016,5,201605,10,42813,229.12,13,216.56000000000006,319.28,0.001,15.5,Sin errores,Sin errores,2978.56
2477,2016-05-27,2016,5,201605,6,42815,443.14,31,325.2025,520.2175,0.001,18.25,Sin errores,Outlier,13737.34
2478,2016-05-27,2016,5,201605,3,42902,198.15,3,136.4375,227.4425,0.001,19.5,Sin errores,Sin errores,594.45
2479,2016-05-27,2016,5,201605,8,42903,,13,166.5775,223.9225,0.001,24.125,Valor Nulo,Sin errores,
2480,2016-05-27,2016,5,201605,6,42904,87.13,9,75.51500000000001,113.10499999999999,0.001,14.5,Sin errores,Sin errores,784.17
2481,2016-05-27,2016,5,201605,7,42737,1008.69,6,889.385,1453.8350000000003,0.001,18.75,Sin errores,Sin errores,6052.14
2482,2016-05-27,2016,5,201605,2,42864,128.44,1,115.34500000000001,172.255,0.001,17.5,Sin errores,Sin errores,128.44
2483,2016-05-27,2016,5,201605,8,42867,120.78,7,109.28124999999996,182.99875000000003,0.001,16.5,Sin errores,Sin errores,845.46
2484,2016-05-27,2016,5,201605,4,42869,144.66,16,114.82,172.36,0.001,21.5,Sin errores,Sin errores,2314.56
2485,2016-05-27,2016,5,201605,13,42871,429.08,9,306.495,496.78499999999997,0.001,19.0,Sin errores,Sin errores,3861.72
2486,2016-05-27,2016,5,201605,11,42872,375.71,2,302.96875,459.92125,0.001,15.625,Sin errores,Sin errores,751.42
2487,2016-05-27,2016,5,201605,11,42875,439.44,4,352.79875000000004,431.60124999999994,0.001,19.0,Outlier,Sin errores,1757.76
2488,2016-05-27,2016,5,201605,12,42876,370.74,4,341.7487500000001,490.33124999999984,0.001,16.0,Sin errores,Sin errores,1482.96
2489,2016-05-27,2016,5,201605,8,42879,434.65,17,322.24125000000004,484.36875,0.001,19.25,Sin errores,Sin errores,7389.049999999999
2490,2016-05-27,2016,5,201605,14,42880,346.02,10,303.98249999999996,474.27750000000003,0.5,15.5,Sin errores,Sin errores,3460.2
2491,2016-05-27,2016,5,201605,12,42883,336.35,7,262.03,428.23,0.001,18.5,Sin errores,Sin errores,2354.4500000000003
2492,2016-05-27,2016,5,201605,13,42886,372.87,9,279.91749999999996,421.2625,0.001,23.0,Sin errores,Sin errores,3355.83
2493,2016-05-27,2016,5,201605,1,42888,330.58,8,267.05499999999995,408.745,0.001,17.5,Sin errores,Sin errores,2644.64
2494,2016-05-27,2016,5,201605,13,42889,354.52,4,288.00999999999993,432.61000000000007,0.001,16.625,Sin errores,Sin errores,1418.08
2495,2016-05-27,2016,5,201605,11,42898,385.04,9,296.0325,446.10749999999996,0.001,19.5,Sin errores,Sin errores,3465.36
2496,2016-05-27,2016,5,201605,8,42985,910.91,17,830.1274999999996,1282.9025000000001,0.001,14.875,Sin errores,Outlier,15485.47
2497,2016-05-27,2016,5,201605,6,42987,302.47,3,255.88500000000005,357.52500000000003,0.001,20.0,Sin errores,Sin errores,907.4100000000001
2498,2016-05-27,2016,5,201605,5,42988,462.57,2,343.68249999999995,505.6375,0.001,20.0,Sin errores,Sin errores,925.14
2499,2016-05-27,2016,5,201605,7,42989,319.13,6,232.90249999999997,364.4975,0.001,20.0,Sin errores,Sin errores,1914.78
2500,2016-05-27,2016,5,201605,8,42992,417.26,15,322.90999999999997,493.43000000000006,0.001,17.5,Sin errores,Sin errores,6258.9
2501,2016-05-27,2016,5,201605,9,42993,354.31,3,302.96000000000004,406.28,0.001,16.5,Sin errores,Sin errores,1062.93
2502,2016-05-27,2016,5,201605,6,42995,270.13,11,211.79000000000002,300.16999999999996,0.001,15.0,Sin errores,Sin errores,2971.43
2503,2016-05-27,2016,5,201605,5,42996,362.75,4,295.4075,430.0925,0.001,15.25,Sin errores,Sin errores,1451.0
2504,2016-05-27,2016,5,201605,2,42997,381.38,2,259.0524999999999,398.6875000000001,0.001,21.5,Sin errores,Sin errores,762.76
2505,2016-05-27,2016,5,201605,1,42998,422.99,4,311.70500000000004,455.55499999999995,0.001,17.5,Sin errores,Sin errores,1691.96
2506,2016-05-27,2016,5,201605,14,43000,275.71,2,222.96250000000003,314.2675,0.001,16.0,Sin errores,Sin errores,551.42
2507,2016-05-27,2016,5,201605,6,43001,491.64,9,333.58,528.9100000000001,0.001,20.0,Sin errores,Sin errores,4424.76
2508,2016-05-27,2016,5,201605,8,43002,259.08,3,227.535,338.68500000000006,0.001,16.5,Sin errores,Sin errores,777.24
2509,2016-05-27,2016,5,201605,4,43005,262.83,7,230.185,362.215,0.001,21.375,Sin errores,Sin errores,1839.81
2510,2016-05-27,2016,5,201605,12,43006,336.36,9,301.50374999999997,431.00625,0.001,19.0,Sin errores,Sin errores,3027.2400000000002
2511,2016-05-27,2016,5,201605,5,43007,322.25,16,234.71,342.16999999999996,0.001,23.25,Sin errores,Sin errores,5156.0
2512,2016-05-27,2016,5,201605,3,43008,,19,242.44999999999996,328.43000000000006,0.001,18.0,Valor Nulo,Outlier,
2513,2016-05-27,2016,5,201605,7,43011,298.29,6,213.89750000000004,314.86249999999995,0.001,20.75,Sin errores,Sin errores,1789.7400000000002
2514,2016-05-27,2016,5,201605,8,43014,367.87,18,260.84375,409.8162500000001,0.001,26.5,Sin errores,Sin errores,6621.66
2515,2016-05-27,2016,5,201605,2,43015,296.1,5,282.5225000000001,406.07749999999993,0.001,18.0,Sin errores,Sin errores,1480.5
2516,2016-05-27,2016,5,201605,7,43016,298.8,2,260.38875,373.78125000000006,0.001,16.0,Sin errores,Sin errores,597.6
2517,2016-05-27,2016,5,201605,10,43018,305.67,7,238.53875000000005,368.16125,0.001,19.375,Sin errores,Sin errores,2139.69
2518,2016-05-27,2016,5,201605,10,43019,325.47,4,240.80250000000007,344.40749999999997,0.001,18.5,Sin errores,Sin errores,1301.88
2519,2016-05-27,2016,5,201605,5,43020,426.97,18,307.53,467.19000000000005,0.001,22.5,Sin errores,Sin errores,7685.460000000001
2520,2016-05-27,2016,5,201605,5,43021,304.62,8,241.92500000000007,366.485,0.001,16.0,Sin errores,Sin errores,2436.96
2521,2016-05-27,2016,5,201605,2,43023,455.67,17,392.34999999999997,538.99,0.001,18.25,Sin errores,Sin errores,7746.39
2522,2016-05-27,2016,5,201605,3,42755,848.45,12,545.1775,939.8125,0.001,20.0,Sin errores,Sin errores,10181.400000000001
2523,2016-05-27,2016,5,201605,6,42759,1357.37,16,983.8700000000001,1524.2899999999997,0.001,20.0,Sin errores,Sin errores,21717.92
2524,2016-05-27,2016,5,201605,10,42760,1124.25,2,834.8212500000002,1415.05875,0.001,16.0,Sin errores,Sin errores,2248.5
2525,2016-05-27,2016,5,201605,8,42761,1078.01,11,783.75,1154.52,0.001,16.875,Sin errores,Sin errores,11858.11
2526,2016-05-27,2016,5,201605,8,42762,1583.44,7,1172.565,1789.755,0.001,20.25,Sin errores,Sin errores,11084.08
2527,2016-05-27,2016,5,201605,11,42763,1534.83,9,1178.8374999999996,1732.5625000000005,0.001,25.75,Sin errores,Sin errores,13813.47
2528,2016-05-27,2016,5,201605,12,42764,917.77,19,799.5925000000002,1162.5475,0.001,21.5,Sin errores,Sin errores,17437.63
2529,2016-05-27,2016,5,201605,3,42766,4347.07,5,3993.15,5810.25,0.001,17.5,Sin errores,Sin errores,21735.35
2530,2016-05-27,2016,5,201605,2,42770,2579.04,4,1969.1649999999995,2965.315,0.001,14.0,Sin errores,Sin errores,10316.16
2531,2016-05-27,2016,5,201605,2,42771,1575.69,20,1321.335,2144.805,0.001,19.25,Sin errores,Outlier,31513.800000000003
2532,2016-05-27,2016,5,201605,2,42772,5219.16,10,3124.9074999999984,5711.912500000001,0.001,14.5,Sin errores,Sin errores,52191.6
2533,2016-05-27,2016,5,201605,11,42774,4212.67,25,3906.1100000000015,5019.7699999999995,0.125,15.875,Sin errores,Outlier,105316.75
2534,2016-05-27,2016,5,201605,10,42775,2134.66,4,1666.74375,2748.29625,0.001,15.0,Sin errores,Sin errores,8538.64
2535,2016-05-27,2016,5,201605,2,42776,942.04,15,773.91375,1217.03625,0.001,19.75,Sin errores,Sin errores,14130.599999999999
2536,2016-05-27,2016,5,201605,5,42779,7343.23,1,5719.863749999999,8281.91625,0.001,23.5,Sin errores,Sin errores,7343.23
2537,2016-05-27,2016,5,201605,5,42780,2467.18,8,2135.21,3667.0699999999997,0.001,15.0,Sin errores,Sin errores,19737.44
2538,2016-05-27,2016,5,201605,10,42782,2159.45,2,2033.0437499999994,2854.6462500000002,0.001,20.0,Sin errores,Sin errores,4318.9
2539,2016-05-27,2016,5,201605,2,42783,1641.38,4,1395.03125,2112.00875,0.75,11.25,Sin errores,Sin errores,6565.52
2540,2016-05-27,2016,5,201605,10,42787,907.18,14,679.5150000000001,1198.575,0.001,18.5,Sin errores,Sin errores,12700.519999999999
2541,2016-05-27,2016,5,201605,10,42789,139.84,14,119.32499999999996,187.51500000000001,0.001,18.0,Sin errores,Sin errores,1957.76
2542,2016-05-27,2016,5,201605,5,42791,203.65,4,137.23,220.45000000000002,0.001,14.5,Sin errores,Sin errores,814.6
2543,2016-05-27,2016,5,201605,11,42792,365.35,19,282.16749999999996,408.8725,0.001,18.0,Sin errores,Outlier,6941.650000000001
2544,2016-05-27,2016,5,201605,3,42797,3029.9,20,2648.6087500000003,4123.82125,0.001,22.5,Sin errores,Sin errores,60598.0
2545,2016-05-27,2016,5,201605,8,42850,185.64,3,167.01,228.26999999999998,0.001,19.5,Sin errores,Sin errores,556.92
2546,2016-05-27,2016,5,201605,14,42851,102.22,7,72.43249999999999,115.8275,0.001,14.625,Sin errores,Sin errores,715.54
2547,2016-05-27,2016,5,201605,14,42927,66.0,2,52.355000000000004,72.96499999999999,0.001,20.125,Sin errores,Sin errores,132.0
2548,2016-05-27,2016,5,201605,10,42931,218.79,8,163.54500000000002,284.115,0.001,18.75,Sin errores,Sin errores,1750.32
2549,2016-05-27,2016,5,201605,4,42853,464.98,8,397.90125,597.58875,0.001,14.5,Sin errores,Sin errores,3719.84
2550,2016-05-27,2016,5,201605,5,42870,130.83,15,97.10499999999999,148.79500000000002,0.001,19.25,Sin errores,Sin errores,1962.4500000000003
2551,2016-05-27,2016,5,201605,11,42900,179.45,2,145.36875,213.25125,0.001,21.0,Sin errores,Sin errores,358.9
2552,2016-05-27,2016,5,201605,6,42928,92.45,10,67.61000000000001,103.03999999999996,0.001,16.0,Sin errores,Sin errores,924.5
2553,2016-05-27,2016,5,201605,2,42974,160.66,1,110.17000000000003,180.07,0.001,14.125,Sin errores,Sin errores,160.66
2554,2016-05-27,2016,5,201605,3,42976,165.59,8,129.125,192.815,0.001,24.0,Sin errores,Sin errores,1324.72
2555,2016-05-27,2016,5,201605,6,42978,73.82,6,61.27375,96.09625,0.001,13.25,Sin errores,Sin errores,442.91999999999996
2556,2016-05-27,2016,5,201605,9,42980,72.2,9,64.8775,93.60249999999999,0.001,16.375,Sin errores,Sin errores,649.8000000000001
2557,2016-05-27,2016,5,201605,11,42981,34.76,4,27.477499999999996,44.922500000000014,0.001,16.5,Sin errores,Sin errores,139.04
2558,2016-06-24,2016,6,201606,11,42832,632.42,14,423.275,697.745,0.001,20.125,Sin errores,Sin errores,8853.88
2559,2016-06-24,2016,6,201606,4,42833,605.98,4,474.70625000000007,730.1637499999998,0.001,18.5,Sin errores,Sin errores,2423.92
2560,2016-06-24,2016,6,201606,3,42834,601.41,4,463.36250000000007,690.3575,0.001,18.5,Sin errores,Sin errores,2405.64
2561,2016-06-24,2016,6,201606,8,42835,640.22,6,509.0187500000002,653.1312499999999,0.001,18.0,Sin errores,Sin errores,3841.32
2562,2016-06-24,2016,6,201606,11,42837,309.2,3,224.71999999999997,375.08,0.001,16.5,Sin errores,Sin errores,927.5999999999999
2563,2016-06-24,2016,6,201606,8,42838,692.73,12,544.0637499999999,774.6062500000002,0.001,23.0,Sin errores,Sin errores,8312.76
2564,2016-06-24,2016,6,201606,10,42839,266.82,3,195.905,310.08500000000004,0.001,22.0,Sin errores,Sin errores,800.46
2565,2016-06-24,2016,6,201606,6,42840,272.85,18,175.88750000000005,303.01249999999993,0.001,20.0,Sin errores,Sin errores,4911.3
2566,2016-06-24,2016,6,201606,7,42843,540.49,14,412.9825000000001,564.7674999999999,0.001,20.375,Sin errores,Sin errores,7566.860000000001
2567,2016-06-24,2016,6,201606,6,42844,1351.43,6,972.2962499999995,1492.2337500000003,0.001,14.5,Sin errores,Sin errores,8108.58
2568,2016-06-24,2016,6,201606,4,42846,2248.96,23,1577.8962499999998,2456.5737500000005,0.001,21.875,Sin errores,Outlier,51726.08
2569,2016-06-24,2016,6,201606,1,42857,351.99,12,285.095,452.885,0.001,16.25,Sin errores,Sin errores,4223.88
2570,2016-06-24,2016,6,201606,4,42858,314.47,4,265.7249999999999,441.67500000000007,0.001,21.5,Sin errores,Sin errores,1257.88
2571,2016-06-24,2016,6,201606,9,42859,416.32,13,364.81500000000005,484.66499999999996,0.001,16.125,Sin errores,Sin errores,5412.16
2572,2016-06-24,2016,6,201606,6,42861,425.91,11,336.525,426.495,0.001,19.0,Sin errores,Sin errores,4685.01
2573,2016-06-24,2016,6,201606,2,42862,,4,273.9787500000001,422.98124999999993,0.001,13.25,Valor Nulo,Sin errores,
2574,2016-06-24,2016,6,201606,11,42907,350.14,4,243.06999999999994,375.31000000000006,0.001,16.5,Sin errores,Sin errores,1400.56
2575,2016-06-24,2016,6,201606,10,42911,1109.2,9,942.745,1556.8450000000003,0.001,20.5,Sin errores,Sin errores,9982.800000000001
2576,2016-06-24,2016,6,201606,8,42913,908.35,7,783.6737499999999,1137.06625,0.001,19.625,Sin errores,Sin errores,6358.45
2577,2016-06-24,2016,6,201606,10,42916,827.42,10,768.28875,1120.57125,0.001,15.625,Sin errores,Sin errores,8274.199999999999
2578,2016-06-24,2016,6,201606,7,42918,585.59,9,485.10625000000005,643.60375,0.001,14.25,Sin errores,Sin errores,5270.31
2579,2016-06-24,2016,6,201606,14,42919,457.66,5,351.3975,539.5725,0.001,17.0,Sin errores,Sin errores,2288.3
2580,2016-06-24,2016,6,201606,9,42920,586.69,1,435.7749999999999,663.2650000000001,0.001,17.5,Sin errores,Sin errores,586.69
2581,2016-06-24,2016,6,201606,13,42922,587.37,3,410.9224999999999,621.4175,0.5,15.5,Sin errores,Sin errores,1762.1100000000001
2582,2016-06-24,2016,6,201606,6,42925,2.21,7,1.6875,2.5725,0.001,19.5,Sin errores,Sin errores,15.469999999999999
2583,2016-06-24,2016,6,201606,8,42933,872.53,23,670.4137500000002,1019.7262499999997,0.001,19.0,Sin errores,Outlier,20068.19
2584,2016-06-24,2016,6,201606,2,42934,1410.89,4,903.6087500000002,1564.4412499999999,0.001,21.625,Sin errores,Sin errores,5643.56
2585,2016-06-24,2016,6,201606,10,42935,1664.22,20,1338.2200000000003,2173.6,0.001,18.875,Sin errores,Outlier,33284.4
2586,2016-06-24,2016,6,201606,12,42938,1916.77,17,1543.8624999999997,2297.2375,0.001,18.0,Sin errores,Sin errores,32585.09
2587,2016-06-24,2016,6,201606,8,42939,,7,1681.4812499999998,2411.6887500000003,0.001,14.5,Valor Nulo,Sin errores,
2588,2016-06-24,2016,6,201606,13,42942,1970.17,8,1646.94,2201.52,0.001,15.0,Sin errores,Sin errores,15761.36
2589,2016-06-24,2016,6,201606,11,42943,1480.0,2,1268.8999999999996,1716.4400000000005,0.001,18.5,Sin errores,Sin errores,2960.0
2590,2016-06-24,2016,6,201606,3,42944,2629.76,6,2070.0874999999996,3075.7925000000005,0.001,19.25,Sin errores,Sin errores,15778.560000000001
2591,2016-06-24,2016,6,201606,5,42945,2018.86,4,1628.1725,2698.4975000000004,0.001,16.5,Sin errores,Sin errores,8075.44
2592,2016-06-24,2016,6,201606,8,42946,1415.34,9,1254.7575000000002,1836.5924999999997,0.001,17.25,Sin errores,Sin errores,12738.06
2593,2016-06-24,2016,6,201606,9,42947,2156.65,16,1632.6287499999999,2554.5512500000004,0.001,19.5,Sin errores,Sin errores,34506.4
2594,2016-06-24,2016,6,201606,2,42948,1748.24,12,1531.2237499999999,2468.74625,0.001,17.375,Sin errores,Sin errores,20978.88
2595,2016-06-24,2016,6,201606,5,42950,1617.18,8,1508.9374999999995,2290.0625000000005,0.001,14.5,Sin errores,Sin errores,12937.44
2596,2016-06-24,2016,6,201606,9,42951,2310.64,4,1631.9224999999994,2571.6575000000003,0.001,12.75,Sin errores,Sin errores,9242.56
2597,2016-06-24,2016,6,201606,11,42952,3070.57,7,1950.1287499999999,3585.9612500000003,0.001,18.125,Sin errores,Sin errores,21493.99
2598,2016-06-24,2016,6,201606,13,42954,1657.73,7,1350.9425,2140.3775,0.001,15.625,Sin errores,Sin errores,11604.11
2599,2016-06-24,2016,6,201606,13,42955,1620.21,2,1409.65,1940.65,0.001,17.5,Sin errores,Sin errores,3240.42
2600,2016-06-24,2016,6,201606,3,42956,1377.37,2,1151.0,1736.0,0.001,17.5,Sin errores,Sin errores,2754.74
2601,2016-06-24,2016,6,201606,10,42957,2112.42,3,1509.4574999999995,2361.1425000000004,0.001,18.5,Sin errores,Sin errores,6337.26
2602,2016-06-24,2016,6,201606,12,42960,2576.84,17,2338.1125,3624.5874999999996,0.001,17.125,Sin errores,Sin errores,43806.28
2603,2016-06-24,2016,6,201606,9,42964,2047.37,21,1591.7599999999998,2466.2900000000004,0.001,21.875,Sin errores,Sin errores,42994.77
2604,2016-06-24,2016,6,201606,6,42965,1670.86,13,1252.1412499999997,1958.5587500000001,0.001,20.5,Sin errores,Sin errores,21721.18
2605,2016-06-24,2016,6,201606,3,42970,1879.54,9,1645.1274999999994,2450.4925000000003,0.001,16.625,Sin errores,Sin errores,16915.86
2606,2016-06-24,2016,6,201606,8,43031,865.42,7,665.9012499999999,1018.8887500000001,0.001,22.25,Sin errores,Sin errores,6057.94
2607,2016-06-24,2016,6,201606,9,43032,591.52,11,525.87,876.93,0.001,16.375,Sin errores,Sin errores,6506.719999999999
2608,2016-06-24,2016,6,201606,7,43033,752.13,5,600.6937499999999,973.4662500000002,0.001,16.0,Sin errores,Sin errores,3760.65
2609,2016-06-24,2016,6,201606,3,43034,75000.0,9,563.7774999999999,826.7124999999999,0.001,19.0,Outlier,Sin errores,675000.0
2610,2016-06-24,2016,6,201606,7,43039,635.69,5,421.3812499999999,696.69875,0.001,17.5,Sin errores,Sin errores,3178.4500000000003
2611,2016-06-24,2016,6,201606,4,43041,490.24,3,378.72375000000005,690.11625,0.001,22.0,Sin errores,Sin errores,1470.72
2612,2016-06-24,2016,6,201606,9,43042,769.13,16,640.8612499999998,930.9087500000002,0.001,17.875,Sin errores,Sin errores,12306.08
2613,2016-06-24,2016,6,201606,11,42816,874.86,12,666.54,1090.56,0.001,17.75,Sin errores,Sin errores,10498.32
2614,2016-06-24,2016,6,201606,9,42817,52704.0,6,452.1425,718.2575000000002,0.001,23.0,Outlier,Sin errores,316224.0
2615,2016-06-24,2016,6,201606,8,42818,1201.82,1,1071.85,1733.29,0.001,20.5,Sin errores,Sin errores,1201.82
2616,2016-06-24,2016,6,201606,12,42820,457.15,2,364.115,550.895,0.001,15.25,Sin errores,Sin errores,914.3
2617,2016-06-24,2016,6,201606,5,42821,,11,369.42499999999995,543.215,0.001,19.5,Valor Nulo,Sin errores,
2618,2016-06-24,2016,6,201606,10,42822,624.32,15,460.6700000000002,672.5899999999998,0.001,14.5,Sin errores,Outlier,9364.800000000001
2619,2016-06-24,2016,6,201606,13,42823,584.5,9,506.2787500000002,702.2612499999998,0.001,17.5,Sin errores,Sin errores,5260.5
2620,2016-06-24,2016,6,201606,8,42825,368.85,7,313.335,445.6050000000001,0.5,12.5,Sin errores,Sin errores,2581.9500000000003
2621,2016-06-24,2016,6,201606,11,42826,428.15,11,277.46500000000003,461.995,0.001,17.0,Sin errores,Sin errores,4709.65
2622,2016-06-24,2016,6,201606,2,42828,711.67,12,557.0362500000001,710.0137500000001,0.001,16.0,Outlier,Sin errores,8540.039999999999
2623,2016-06-24,2016,6,201606,7,42829,643.95,3,472.72499999999997,784.395,0.001,12.5,Sin errores,Sin errores,1931.8500000000001
2624,2016-06-24,2016,6,201606,9,42831,238.41,9,183.495,319.84499999999997,0.001,16.875,Sin errores,Sin errores,2145.69
2625,2016-06-24,2016,6,201606,4,42848,979.18,5,877.5099999999999,1292.17,0.001,20.0,Sin errores,Sin errores,4895.9
2626,2016-06-24,2016,6,201606,9,42849,1099.54,12,817.5525000000002,1299.9074999999998,0.001,16.5,Sin errores,Sin errores,13194.48
2627,2016-06-24,2016,6,201606,12,42815,477.29,4,325.2025,520.2175,0.001,18.25,Sin errores,Sin errores,1909.16
2628,2016-06-24,2016,6,201606,9,42904,86.22,5,75.51500000000001,113.10499999999999,0.001,14.5,Sin errores,Sin errores,431.1
2629,2016-06-24,2016,6,201606,13,42905,363.9,8,268.52750000000003,377.50249999999994,0.001,19.0,Sin errores,Sin errores,2911.2
2630,2016-06-24,2016,6,201606,5,42906,255.96,21,180.14999999999998,265.89000000000004,0.001,19.0,Sin errores,Outlier,5375.16
2631,2016-06-24,2016,6,201606,4,42737,1068.83,2,889.385,1453.8350000000003,0.001,18.75,Sin errores,Sin errores,2137.66
2632,2016-06-24,2016,6,201606,13,42864,127.83,6,115.34500000000001,172.255,0.001,17.5,Sin errores,Sin errores,766.98
2633,2016-06-24,2016,6,201606,2,42865,155.68,10,113.63875,172.43124999999998,0.001,17.125,Sin errores,Sin errores,1556.8000000000002
2634,2016-06-24,2016,6,201606,13,42867,127.41,6,109.28124999999996,182.99875000000003,0.001,16.5,Sin errores,Sin errores,764.46
2635,2016-06-24,2016,6,201606,5,42869,139.2,8,114.82,172.36,0.001,21.5,Sin errores,Sin errores,1113.6
2636,2016-06-24,2016,6,201606,10,42872,377.26,8,302.96875,459.92125,0.001,15.625,Sin errores,Sin errores,3018.08
2637,2016-06-24,2016,6,201606,8,42874,339.83,18,295.15625,487.19375,0.001,19.5,Sin errores,Sin errores,6116.94
